 Point_source              SWAT+ Jun 17 2024        MODULAR Rev 2024.61.0                                 
   jday   mon   day    yr   unit  gis_id  name                    in_sed         out_sed        fp_dep         ch_dep        bank_ero        bed_ero         in_no3        in_orgn        out_no3       out_orgn         fp_no3        bank_no3       bed_no3        fp_orgn        ch_orgn        bank_orgn      bed_orgn       in_solp        in_orgp        out_solp       out_orgp       fp_solp        bank_solp      bed_solp       fp_orgp        ch_orgp        bank_orgp      bed_orgp       no3_orgn       solp_orgp      
                                                                    tons            tons          tons           tons            tons           tons           tons           tons           tons          tons           tons           tons           tons           tons            tons           tons           tons           tons           tons           tons           tons           tons           tons           tons           tons           tons           tons           tons           tons           tons         
     1     1     1  2025      50      50  cha050               0.1978E-01     0.5042E-02     0.9038E-02     0.5701E-02     0.0000E+00     0.0000E+00     0.7814E-02     0.6884E-01     0.4244E-02     0.3902E-01     0.3570E-02     0.0000E+00     0.0000E+00     0.1573E-01     0.1409E-01     0.0000E+00     0.0000E+00     0.1940E-02     0.1095E-01     0.1054E-02     0.6206E-02     0.8863E-03     0.0000E+00     0.0000E+00     0.2501E-02     0.2241E-02     0.0000E+00     0.0000E+00     0.6636E-03     0.1647E-03
     1     1     1  2025      51      51  cha051               0.1067E-08     0.1613E-02     0.0000E+00     0.1057E-11     0.1613E-02     0.0000E+00     0.6577E-04     0.1130E-08     0.6577E-04     0.1129E-08     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5595E-12     0.0000E+00     0.0000E+00     0.1130E-08     0.3390E-08     0.1130E-08     0.3388E-08     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1679E-11     0.0000E+00     0.0000E+00     0.2215E-07     0.3805E-12
     1     1     1  2025      52      52  cha052               0.7489E-01     0.7077E-01     0.3865E-02     0.2534E-03     0.0000E+00     0.0000E+00     0.3342E-01     0.3909E+00     0.3170E-01     0.3802E+00     0.1725E-02     0.0000E+00     0.0000E+00     0.1009E-01     0.6795E-03     0.0000E+00     0.0000E+00     0.9900E-02     0.6141E-01     0.9389E-02     0.5972E-01     0.5109E-03     0.0000E+00     0.0000E+00     0.1585E-02     0.1067E-03     0.0000E+00     0.0000E+00     0.4146E-04     0.1228E-04
     1     1     1  2025      53      53  cha053               0.1138E+00     0.5524E-01     0.5324E-01     0.5348E-02     0.0000E+00     0.0000E+00     0.5705E-01     0.5942E+00     0.3037E-01     0.4352E+00     0.2668E-01     0.0000E+00     0.0000E+00     0.1390E+00     0.2009E-01     0.0000E+00     0.0000E+00     0.1712E-01     0.9334E-01     0.9110E-02     0.6836E-01     0.8006E-02     0.0000E+00     0.0000E+00     0.2183E-01     0.3156E-02     0.0000E+00     0.0000E+00     0.1178E-02     0.3533E-03
     1     1     1  2025      54      54  cha054               0.9408E-01     0.6889E-01     0.2389E-01     0.1294E-02     0.0000E+00     0.0000E+00     0.3905E-01     0.3630E+00     0.2914E-01     0.3140E+00     0.9917E-02     0.0000E+00     0.0000E+00     0.4608E-01     0.2921E-02     0.0000E+00     0.0000E+00     0.1144E-01     0.6876E-01     0.8533E-02     0.5948E-01     0.2904E-02     0.0000E+00     0.0000E+00     0.8730E-02     0.5534E-03     0.0000E+00     0.0000E+00     0.2227E-03     0.6522E-04
     1     1     1  2025      55      55  cha055               0.1124E-08     0.2013E-02     0.0000E+00     0.2352E-11     0.2013E-02     0.0000E+00     0.1880E-02     0.1005E-08     0.1880E-02     0.1004E-08     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1052E-11     0.0000E+00     0.0000E+00     0.3512E-03     0.3015E-08     0.3512E-03     0.3012E-08     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3155E-11     0.0000E+00     0.0000E+00     0.1197E-05     0.2236E-06
     1     1     1  2025      56      56  cha056               0.1214E-08     0.1212E-08     0.0000E+00     0.1910E-11     0.0000E+00     0.0000E+00     0.2505E-04     0.1542E-08     0.2505E-04     0.1541E-08     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1213E-11     0.0000E+00     0.0000E+00     0.1542E-08     0.4626E-08     0.1542E-08     0.4622E-08     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3639E-11     0.0000E+00     0.0000E+00     0.1459E-07     0.8978E-12
     1     1     1  2025      57      57  cha057               0.2088E-02     0.2361E-02     0.0000E+00     0.6843E-06     0.2733E-03     0.0000E+00     0.1338E-02     0.7268E-02     0.1338E-02     0.7267E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1191E-05     0.0000E+00     0.0000E+00     0.3426E-03     0.1156E-02     0.3426E-03     0.1156E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1894E-06     0.0000E+00     0.0000E+00     0.1306E-06     0.3343E-07
     1     1     1  2025      58      58  cha058               0.1056E-08     0.1054E-08     0.0000E+00     0.2064E-11     0.0000E+00     0.0000E+00     0.3028E-02     0.1089E-08     0.3028E-02     0.1088E-08     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1064E-11     0.0000E+00     0.0000E+00     0.3973E-03     0.3267E-08     0.3973E-03     0.3264E-08     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3192E-11     0.0000E+00     0.0000E+00     0.2014E-05     0.2643E-06
     1     1     1  2025      59      59  cha059               0.1217E-08     0.2025E-02     0.0000E+00     0.3098E-11     0.2025E-02     0.0000E+00     0.1403E-04     0.1242E-08     0.1403E-04     0.1241E-08     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1581E-11     0.0000E+00     0.0000E+00     0.1242E-08     0.3727E-08     0.1242E-08     0.3723E-08     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4744E-11     0.0000E+00     0.0000E+00     0.1199E-07     0.1062E-11
     1     1     1  2025      60      60  cha060               0.4892E-01     0.3928E-01     0.8803E-02     0.8302E-03     0.0000E+00     0.0000E+00     0.2305E-01     0.2554E+00     0.1890E-01     0.2300E+00     0.4147E-02     0.0000E+00     0.0000E+00     0.2298E-01     0.2405E-02     0.0000E+00     0.0000E+00     0.6579E-02     0.6550E-01     0.5395E-02     0.5899E-01     0.1184E-02     0.0000E+00     0.0000E+00     0.5894E-02     0.6168E-03     0.0000E+00     0.0000E+00     0.1509E-03     0.4308E-04
     1     1     1  2025      61      61  cha061               0.5781E-01     0.5182E-01     0.4722E-02     0.1268E-02     0.0000E+00     0.0000E+00     0.2528E-01     0.3018E+00     0.2322E-01     0.2860E+00     0.2065E-02     0.0000E+00     0.0000E+00     0.1232E-01     0.3457E-02     0.0000E+00     0.0000E+00     0.7077E-02     0.5405E-01     0.6499E-02     0.5123E-01     0.5781E-03     0.0000E+00     0.0000E+00     0.2208E-02     0.6192E-03     0.0000E+00     0.0000E+00     0.1858E-03     0.5201E-04
     1     1     1  2025      62      62  cha062               0.3722E-01     0.3685E-01     0.3034E-03     0.6512E-04     0.0000E+00     0.0000E+00     0.1857E-01     0.1943E+00     0.1842E-01     0.1934E+00     0.1514E-03     0.0000E+00     0.0000E+00     0.7920E-03     0.1707E-03     0.0000E+00     0.0000E+00     0.5534E-02     0.4329E-01     0.5488E-02     0.4308E-01     0.4511E-04     0.0000E+00     0.0000E+00     0.1764E-03     0.3803E-04     0.0000E+00     0.0000E+00     0.1085E-04     0.3233E-05
     1     1     1  2025      63      63  cha063               0.9006E+00     0.8619E+00     0.3744E-01     0.1258E-02     0.0000E+00     0.0000E+00     0.6738E+00     0.8926E+01     0.6458E+00     0.8734E+01     0.2801E-01     0.0000E+00     0.0000E+00     0.1855E+00     0.6367E-02     0.0000E+00     0.0000E+00     0.1735E+00     0.1555E+01     0.1663E+00     0.1521E+01     0.7214E-02     0.0000E+00     0.0000E+00     0.3232E-01     0.1109E-02     0.0000E+00     0.0000E+00     0.2491E-02     0.6415E-03
     1     1     1  2025      64      64  cha064               0.8909E+00     0.7832E+00     0.1074E+00     0.3456E-03     0.0000E+00     0.0000E+00     0.6879E+00     0.8687E+01     0.6049E+00     0.8161E+01     0.8293E-01     0.0000E+00     0.0000E+00     0.5236E+00     0.1800E-02     0.0000E+00     0.0000E+00     0.1849E+00     0.1513E+01     0.1626E+00     0.1421E+01     0.2229E-01     0.0000E+00     0.0000E+00     0.9120E-01     0.3136E-03     0.0000E+00     0.0000E+00     0.6983E-03     0.1877E-03
     1     1     1  2025      65      65  cha065               0.8953E+00     0.8723E+00     0.2296E-01     0.4560E-04     0.0000E+00     0.0000E+00     0.6785E+00     0.8701E+01     0.6611E+00     0.8590E+01     0.1740E-01     0.0000E+00     0.0000E+00     0.1116E+00     0.2245E-03     0.0000E+00     0.0000E+00     0.1879E+00     0.1518E+01     0.1831E+00     0.1499E+01     0.4819E-02     0.0000E+00     0.0000E+00     0.1946E-01     0.3917E-04     0.0000E+00     0.0000E+00     0.8980E-04     0.2487E-04
     1     1     1  2025      66      66  cha066               0.8528E+00     0.8125E+00     0.2751E-01     0.1283E-01     0.0000E+00     0.0000E+00     0.6745E+00     0.8389E+01     0.6527E+00     0.8189E+01     0.2175E-01     0.0000E+00     0.0000E+00     0.1353E+00     0.6415E-01     0.0000E+00     0.0000E+00     0.1862E+00     0.1463E+01     0.1802E+00     0.1428E+01     0.6006E-02     0.0000E+00     0.0000E+00     0.2359E-01     0.1118E-01     0.0000E+00     0.0000E+00     0.2577E-01     0.7115E-02
     1     1     1  2025      67      67  cha067               0.6416E+00     0.6380E+00     0.3621E-02     0.2232E-04     0.0000E+00     0.0000E+00     0.6295E+00     0.7443E+01     0.6259E+00     0.7422E+01     0.3552E-02     0.0000E+00     0.0000E+00     0.2100E-01     0.1298E-03     0.0000E+00     0.0000E+00     0.1754E+00     0.1313E+01     0.1744E+00     0.1309E+01     0.9896E-03     0.0000E+00     0.0000E+00     0.3705E-02     0.2291E-04     0.0000E+00     0.0000E+00     0.5618E-04     0.1565E-04
     1     1     1  2025      68      68  cha068               0.6277E+00     0.6083E+00     0.1925E-01     0.1344E-03     0.0000E+00     0.0000E+00     0.6114E+00     0.7236E+01     0.5927E+00     0.7124E+01     0.1875E-01     0.0000E+00     0.0000E+00     0.1110E+00     0.7869E-03     0.0000E+00     0.0000E+00     0.1734E+00     0.1277E+01     0.1680E+00     0.1257E+01     0.5317E-02     0.0000E+00     0.0000E+00     0.1958E-01     0.1388E-03     0.0000E+00     0.0000E+00     0.3343E-03     0.9477E-04
     1     1     1  2025      69      69  cha069               0.2484E+00     0.2459E+00     0.2349E-02     0.1598E-03     0.0000E+00     0.0000E+00     0.3767E+00     0.1664E+01     0.3731E+00     0.1655E+01     0.3562E-02     0.0000E+00     0.0000E+00     0.7866E-02     0.5378E-03     0.0000E+00     0.0000E+00     0.1082E+00     0.3222E+00     0.1072E+00     0.3206E+00     0.1023E-02     0.0000E+00     0.0000E+00     0.1523E-02     0.1041E-03     0.0000E+00     0.0000E+00     0.3411E-03     0.9796E-04
     1     1     1  2025      70      70  cha070               0.2739E+00     0.2471E+00     0.1216E-01     0.1459E-01     0.0000E+00     0.0000E+00     0.3924E+00     0.1750E+01     0.3749E+00     0.1664E+01     0.1742E-01     0.0000E+00     0.0000E+00     0.3886E-01     0.4771E-01     0.0000E+00     0.0000E+00     0.1129E+00     0.3389E+00     0.1079E+00     0.3222E+00     0.5013E-02     0.0000E+00     0.0000E+00     0.7526E-02     0.9239E-02     0.0000E+00     0.0000E+00     0.2803E-01     0.8064E-02
     1     1     1  2025      71      71  cha071               0.3860E+00     0.3818E+00     0.4177E-02     0.1973E-04     0.0000E+00     0.0000E+00     0.2380E+00     0.5611E+01     0.2354E+00     0.5580E+01     0.2576E-02     0.0000E+00     0.0000E+00     0.3036E-01     0.1442E-03     0.0000E+00     0.0000E+00     0.6639E-01     0.9614E+00     0.6567E-01     0.9561E+00     0.7184E-03     0.0000E+00     0.0000E+00     0.5202E-02     0.2471E-04     0.0000E+00     0.0000E+00     0.2795E-04     0.7797E-05
     1     1     1  2025      72      72  cha072               0.9350E+00     0.3860E+00     0.4469E+00     0.1021E+00     0.0000E+00     0.0000E+00     0.4499E+00     0.8234E+01     0.2349E+00     0.5611E+01     0.2151E+00     0.0000E+00     0.0000E+00     0.1968E+01     0.6552E+00     0.0000E+00     0.0000E+00     0.1261E+00     0.1411E+01     0.6584E-01     0.9614E+00     0.6029E-01     0.0000E+00     0.0000E+00     0.3372E+00     0.1123E+00     0.0000E+00     0.0000E+00     0.8906E-01     0.2497E-01
     1     1     1  2025      73      73  cha073               0.9577E+00     0.8950E+00     0.6266E-01     0.7224E-04     0.0000E+00     0.0000E+00     0.4455E+00     0.8362E+01     0.4164E+00     0.8088E+01     0.2915E-01     0.0000E+00     0.0000E+00     0.2736E+00     0.3264E-03     0.0000E+00     0.0000E+00     0.1260E+00     0.1432E+01     0.1177E+00     0.1386E+01     0.8242E-02     0.0000E+00     0.0000E+00     0.4686E-01     0.5591E-04     0.0000E+00     0.0000E+00     0.7592E-04     0.2147E-04
     1     1     1  2025      74      74  cha074               0.3671E+00     0.1976E+00     0.1689E+00     0.5307E-03     0.0000E+00     0.0000E+00     0.2232E+00     0.2007E+01     0.1205E+00     0.1543E+01     0.1027E+00     0.0000E+00     0.0000E+00     0.4616E+00     0.2069E-02     0.0000E+00     0.0000E+00     0.5758E-01     0.3618E+00     0.3109E-01     0.2782E+00     0.2649E-01     0.0000E+00     0.0000E+00     0.8324E-01     0.3730E-03     0.0000E+00     0.0000E+00     0.4319E-03     0.1114E-03
     1     1     1  2025      75      75  cha075               0.7962E+00     0.7462E+00     0.3555E-01     0.1449E-01     0.0000E+00     0.0000E+00     0.3264E+00     0.6967E+01     0.3118E+00     0.6747E+01     0.1457E-01     0.0000E+00     0.0000E+00     0.1555E+00     0.6486E-01     0.0000E+00     0.0000E+00     0.9615E-01     0.1179E+01     0.9185E-01     0.1141E+01     0.4293E-02     0.0000E+00     0.0000E+00     0.2631E-01     0.1097E-01     0.0000E+00     0.0000E+00     0.1154E-01     0.3398E-02
     1     1     1  2025      76      76  cha076               0.5202E+00     0.4308E+00     0.8896E-01     0.4569E-03     0.0000E+00     0.0000E+00     0.3018E+00     0.5948E+01     0.2502E+00     0.5437E+01     0.5160E-01     0.0000E+00     0.0000E+00     0.5086E+00     0.2881E-02     0.0000E+00     0.0000E+00     0.8798E-01     0.1009E+01     0.7294E-01     0.9225E+00     0.1505E-01     0.0000E+00     0.0000E+00     0.8630E-01     0.4889E-03     0.0000E+00     0.0000E+00     0.5169E-03     0.1507E-03
     1     1     1  2025      77      77  cha077               0.5241E+00     0.4574E+00     0.6508E-01     0.1604E-02     0.0000E+00     0.0000E+00     0.3035E+00     0.6014E+01     0.2658E+00     0.5631E+01     0.3769E-01     0.0000E+00     0.0000E+00     0.3734E+00     0.9857E-02     0.0000E+00     0.0000E+00     0.8790E-01     0.1021E+01     0.7699E-01     0.9558E+00     0.1092E-01     0.0000E+00     0.0000E+00     0.6338E-01     0.1673E-02     0.0000E+00     0.0000E+00     0.1789E-02     0.5182E-03
     1     1     1  2025      78      78  cha078               0.7210E+00     0.4897E+00     0.2297E+00     0.1546E-02     0.0000E+00     0.0000E+00     0.4082E+00     0.6907E+01     0.2781E+00     0.5797E+01     0.1301E+00     0.0000E+00     0.0000E+00     0.1100E+01     0.9138E-02     0.0000E+00     0.0000E+00     0.1173E+00     0.1166E+01     0.7995E-01     0.9786E+00     0.3739E-01     0.0000E+00     0.0000E+00     0.1858E+00     0.1543E-02     0.0000E+00     0.0000E+00     0.1671E-02     0.4804E-03
     1     1     1  2025      79      79  cha079               0.7071E+00     0.4611E+00     0.1767E+00     0.6929E-01     0.0000E+00     0.0000E+00     0.3868E+00     0.6887E+01     0.2902E+00     0.5633E+01     0.9666E-01     0.0000E+00     0.0000E+00     0.8605E+00     0.3936E+00     0.0000E+00     0.0000E+00     0.1106E+00     0.1168E+01     0.8300E-01     0.9550E+00     0.2765E-01     0.0000E+00     0.0000E+00     0.1459E+00     0.6673E-01     0.0000E+00     0.0000E+00     0.6237E-01     0.1784E-01
     1     1     1  2025      80      80  cha080               0.6899E+00     0.5651E+00     0.1246E+00     0.2050E-03     0.0000E+00     0.0000E+00     0.4073E+00     0.6855E+01     0.3337E+00     0.6235E+01     0.7358E-01     0.0000E+00     0.0000E+00     0.6191E+00     0.1131E-02     0.0000E+00     0.0000E+00     0.1162E+00     0.1162E+01     0.9517E-01     0.1057E+01     0.2098E-01     0.0000E+00     0.0000E+00     0.1049E+00     0.1916E-03     0.0000E+00     0.0000E+00     0.2215E-03     0.6316E-04
     1     1     1  2025      81      81  cha081               0.7814E+00     0.5838E+00     0.1386E+00     0.5905E-01     0.0000E+00     0.0000E+00     0.3678E+00     0.6891E+01     0.3026E+00     0.5992E+01     0.6522E-01     0.0000E+00     0.0000E+00     0.6110E+00     0.2885E+00     0.0000E+00     0.0000E+00     0.1036E+00     0.1163E+01     0.8525E-01     0.1011E+01     0.1838E-01     0.0000E+00     0.0000E+00     0.1031E+00     0.4869E-01     0.0000E+00     0.0000E+00     0.4516E-01     0.1273E-01
     1     1     1  2025      82      82  cha082               0.4591E+00     0.4569E+00     0.1446E-02     0.7334E-03     0.0000E+00     0.0000E+00     0.2930E+00     0.4847E+01     0.2921E+00     0.4835E+01     0.9231E-03     0.0000E+00     0.0000E+00     0.7635E-02     0.3878E-02     0.0000E+00     0.0000E+00     0.8262E-01     0.8443E+00     0.8235E-01     0.8423E+00     0.2603E-03     0.0000E+00     0.0000E+00     0.1330E-02     0.6755E-03     0.0000E+00     0.0000E+00     0.7898E-03     0.2227E-03
     1     1     1  2025      83      83  cha083               0.4505E+00     0.2650E+00     0.1843E+00     0.1266E-02     0.0000E+00     0.0000E+00     0.3232E+00     0.4193E+01     0.1910E+00     0.3327E+01     0.1322E+00     0.0000E+00     0.0000E+00     0.8576E+00     0.7928E-02     0.0000E+00     0.0000E+00     0.1012E+00     0.7345E+00     0.5979E-01     0.5829E+00     0.4139E-01     0.0000E+00     0.0000E+00     0.1502E+00     0.1389E-02     0.0000E+00     0.0000E+00     0.1471E-02     0.4605E-03
     1     1     1  2025      84      84  cha084               0.2953E+00     0.2941E+00     0.1082E-02     0.5034E-04     0.0000E+00     0.0000E+00     0.2358E+00     0.3196E+01     0.2349E+00     0.3190E+01     0.8638E-03     0.0000E+00     0.0000E+00     0.5854E-02     0.2730E-03     0.0000E+00     0.0000E+00     0.7511E-01     0.5500E+00     0.7484E-01     0.5490E+00     0.2752E-03     0.0000E+00     0.0000E+00     0.1007E-02     0.4698E-04     0.0000E+00     0.0000E+00     0.5771E-04     0.1838E-04
     1     1     1  2025      85      85  cha085               0.3288E+00     0.2565E+00     0.7170E-01     0.5715E-03     0.0000E+00     0.0000E+00     0.2646E+00     0.3281E+01     0.2069E+00     0.2920E+01     0.5772E-01     0.0000E+00     0.0000E+00     0.3578E+00     0.3250E-02     0.0000E+00     0.0000E+00     0.8493E-01     0.5435E+00     0.6641E-01     0.4837E+00     0.1852E-01     0.0000E+00     0.0000E+00     0.5927E-01     0.5382E-03     0.0000E+00     0.0000E+00     0.6432E-03     0.2064E-03
     1     1     1  2025      86      86  cha086               0.4169E-01     0.2286E-01     0.1836E-01     0.4740E-03     0.0000E+00     0.0000E+00     0.1705E+00     0.3105E+00     0.9544E-01     0.2397E+00     0.7508E-01     0.0000E+00     0.0000E+00     0.6835E-01     0.2459E-02     0.0000E+00     0.0000E+00     0.5815E-01     0.4855E-01     0.3255E-01     0.3748E-01     0.2560E-01     0.0000E+00     0.0000E+00     0.1069E-01     0.3845E-03     0.0000E+00     0.0000E+00     0.1790E-02     0.6104E-03
     1     1     1  2025      87      87  cha087               0.3804E+00     0.2669E+00     0.1128E+00     0.6861E-03     0.0000E+00     0.0000E+00     0.2071E+00     0.3336E+01     0.1457E+00     0.2838E+01     0.6143E-01     0.0000E+00     0.0000E+00     0.4947E+00     0.3643E-02     0.0000E+00     0.0000E+00     0.6419E-01     0.5456E+00     0.4515E-01     0.4641E+00     0.1904E-01     0.0000E+00     0.0000E+00     0.8091E-01     0.5959E-03     0.0000E+00     0.0000E+00     0.4265E-03     0.1322E-03
     1     1     1  2025      88      88  cha088               0.3480E+00     0.2815E+00     0.3822E-01     0.2825E-01     0.0000E+00     0.0000E+00     0.1795E+00     0.2979E+01     0.1598E+00     0.2687E+01     0.1971E-01     0.0000E+00     0.0000E+00     0.1636E+00     0.1284E+00     0.0000E+00     0.0000E+00     0.5507E-01     0.4724E+00     0.4902E-01     0.4261E+00     0.6048E-02     0.0000E+00     0.0000E+00     0.2594E-01     0.2036E-01     0.0000E+00     0.0000E+00     0.1484E-01     0.4551E-02
     1     1     1  2025      89      89  cha089               0.3704E+00     0.2820E+00     0.5110E-01     0.3731E-01     0.0000E+00     0.0000E+00     0.1665E+00     0.2844E+01     0.1436E+00     0.2493E+01     0.2297E-01     0.0000E+00     0.0000E+00     0.1961E+00     0.1546E+00     0.0000E+00     0.0000E+00     0.5157E-01     0.4408E+00     0.4445E-01     0.3864E+00     0.7114E-02     0.0000E+00     0.0000E+00     0.3040E-01     0.2397E-01     0.0000E+00     0.0000E+00     0.1589E-01     0.4921E-02
     1     1     1  2025      90      90  cha090               0.3625E+00     0.2818E+00     0.8044E-01     0.3342E-03     0.0000E+00     0.0000E+00     0.1622E+00     0.2598E+01     0.1262E+00     0.2309E+01     0.3598E-01     0.0000E+00     0.0000E+00     0.2882E+00     0.1368E-02     0.0000E+00     0.0000E+00     0.4959E-01     0.4028E+00     0.3859E-01     0.3579E+00     0.1100E-01     0.0000E+00     0.0000E+00     0.4468E-01     0.2121E-03     0.0000E+00     0.0000E+00     0.1421E-03     0.4345E-04
     1     1     1  2025      91      91  cha091               0.3670E+00     0.2494E+00     0.1168E+00     0.7822E-03     0.0000E+00     0.0000E+00     0.1596E+00     0.2469E+01     0.1088E+00     0.2073E+01     0.5080E-01     0.0000E+00     0.0000E+00     0.3929E+00     0.3245E-02     0.0000E+00     0.0000E+00     0.4886E-01     0.3856E+00     0.3331E-01     0.3237E+00     0.1555E-01     0.0000E+00     0.0000E+00     0.6137E-01     0.5068E-03     0.0000E+00     0.0000E+00     0.3013E-03     0.9223E-04
     1     1     1  2025      92      92  cha092               0.7667E-01     0.5173E-01     0.2488E-01     0.6713E-04     0.0000E+00     0.0000E+00     0.6171E-01     0.3987E+00     0.4169E-01     0.3338E+00     0.2002E-01     0.0000E+00     0.0000E+00     0.6468E-01     0.2164E-03     0.0000E+00     0.0000E+00     0.1106E-01     0.8714E-01     0.7474E-02     0.7295E-01     0.3590E-02     0.0000E+00     0.0000E+00     0.1414E-01     0.4731E-04     0.0000E+00     0.0000E+00     0.5803E-04     0.1040E-04
     1     1     1  2025      93      93  cha093               0.1411E+00     0.1145E+00     0.2639E-01     0.1677E-03     0.0000E+00     0.0000E+00     0.8130E-01     0.8322E+00     0.6609E-01     0.7538E+00     0.1521E-01     0.0000E+00     0.0000E+00     0.7784E-01     0.5516E-03     0.0000E+00     0.0000E+00     0.1257E-01     0.1451E+00     0.1021E-01     0.1315E+00     0.2350E-02     0.0000E+00     0.0000E+00     0.1357E-01     0.9618E-04     0.0000E+00     0.0000E+00     0.6421E-04     0.9924E-05
     1     1     1  2025      94      94  cha094               0.1079E+00     0.7667E-01     0.3105E-01     0.1616E-03     0.0000E+00     0.0000E+00     0.7442E-01     0.4662E+00     0.5300E-01     0.3987E+00     0.2142E-01     0.0000E+00     0.0000E+00     0.6709E-01     0.4197E-03     0.0000E+00     0.0000E+00     0.1469E-01     0.1019E+00     0.1046E-01     0.8714E-01     0.4229E-02     0.0000E+00     0.0000E+00     0.1466E-01     0.9173E-04     0.0000E+00     0.0000E+00     0.1131E-03     0.2234E-04
     1     1     1  2025      95      95  cha095               0.1147E+00     0.5980E-01     0.5470E-01     0.1868E-03     0.0000E+00     0.0000E+00     0.1256E+00     0.1002E+01     0.6571E-01     0.7615E+00     0.5992E-01     0.0000E+00     0.0000E+00     0.2389E+00     0.1187E-02     0.0000E+00     0.0000E+00     0.2404E-01     0.1762E+00     0.1257E-01     0.1340E+00     0.1147E-01     0.0000E+00     0.0000E+00     0.4203E-01     0.2089E-03     0.0000E+00     0.0000E+00     0.2381E-03     0.4555E-04
     1     1     1  2025      96      96  cha096               0.9480E-01     0.3020E-01     0.5386E-01     0.1074E-01     0.0000E+00     0.0000E+00     0.6691E-01     0.4949E+00     0.2890E-01     0.3078E+00     0.3802E-01     0.0000E+00     0.0000E+00     0.1406E+00     0.4647E-01     0.0000E+00     0.0000E+00     0.1185E-01     0.8715E-01     0.5118E-02     0.5421E-01     0.6733E-02     0.0000E+00     0.0000E+00     0.2476E-01     0.8183E-02     0.0000E+00     0.0000E+00     0.3155E-02     0.5588E-03
     1     1     1  2025      97      97  cha097               0.1598E+00     0.1351E+00     0.2442E-01     0.3246E-03     0.0000E+00     0.0000E+00     0.6543E-01     0.8759E+00     0.5543E-01     0.8080E+00     0.9994E-02     0.0000E+00     0.0000E+00     0.6689E-01     0.9695E-03     0.0000E+00     0.0000E+00     0.1306E-01     0.1532E+00     0.1107E-01     0.1413E+00     0.1995E-02     0.0000E+00     0.0000E+00     0.1170E-01     0.1695E-03     0.0000E+00     0.0000E+00     0.7506E-04     0.1498E-04
     1     1     1  2025      98      98  cha098               0.1811E+00     0.1147E+00     0.6622E-01     0.1809E-03     0.0000E+00     0.0000E+00     0.1258E+00     0.1227E+01     0.7983E-01     0.1002E+01     0.4602E-01     0.0000E+00     0.0000E+00     0.2243E+00     0.7895E-03     0.0000E+00     0.0000E+00     0.3571E-01     0.2158E+00     0.2265E-01     0.1762E+00     0.1306E-01     0.0000E+00     0.0000E+00     0.3946E-01     0.1389E-03     0.0000E+00     0.0000E+00     0.1357E-03     0.3851E-04
     1     1     1  2025      99      99  cha099               0.7927E-01     0.5796E-01     0.2126E-01     0.4975E-04     0.0000E+00     0.0000E+00     0.5977E-01     0.3903E+00     0.4374E-01     0.3378E+00     0.1603E-01     0.0000E+00     0.0000E+00     0.5235E-01     0.1449E-03     0.0000E+00     0.0000E+00     0.1102E-01     0.8764E-01     0.8062E-02     0.7585E-01     0.2955E-02     0.0000E+00     0.0000E+00     0.1175E-01     0.3254E-04     0.0000E+00     0.0000E+00     0.3708E-04     0.6834E-05
     1     1     1  2025     100     100  cha100               0.1728E+00     0.2018E+00     0.0000E+00     0.1134E-02     0.3013E-01     0.0000E+00     0.3061E-01     0.9019E+00     0.3061E-01     0.8990E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2959E-02     0.0000E+00     0.0000E+00     0.6976E-02     0.1417E+00     0.6976E-02     0.1412E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4648E-03     0.0000E+00     0.0000E+00     0.1062E-03     0.2420E-04
     1     1     1  2025     101     101  cha101               0.2999E+00     0.1877E+00     0.1108E+00     0.1398E-02     0.0000E+00     0.0000E+00     0.1469E+00     0.1917E+01     0.9260E-01     0.1557E+01     0.5427E-01     0.0000E+00     0.0000E+00     0.3542E+00     0.5775E-02     0.0000E+00     0.0000E+00     0.4409E-01     0.2990E+00     0.2780E-01     0.2429E+00     0.1629E-01     0.0000E+00     0.0000E+00     0.5525E-01     0.9008E-03     0.0000E+00     0.0000E+00     0.5089E-03     0.1528E-03
