 Point_source              SWAT+ Jun 17 2024        MODULAR Rev 2024.61.0                                 
   jday   mon   day    yr   unit  gis_id  name                    flo_in          geo_bf         flo_out           peakr         sed_in        sed_out         washld          bedld            dep        deg_btm       deg_bank         hc_sed          width          depth          slope        deg_btm       deg_bank         hc_len      flo_in_mm       aqu_in_mm      flo_out_mm        sed_stor      n_tot          p_tot         dep_bf        velav_bf        
                                                                   m^3/s           m^3/s           m^3/s           m^3/s           tons           tons           tons           tons           tons           tons           tons           tons              m              m            m/m              m              m              m             mm              mm              mm            tons       kg_N           kg_P            m/s             m/s        
     1     1     1  2025      51      51  cha051               0.4497E-07     0.0000E+00     0.0000E+00     0.4238E-06     0.1067E-08     0.1613E-02     0.1613E-02     0.1057E-11     0.0000E+00     0.0000E+00     0.1613E-02     0.0000E+00     0.1287E+00     0.2796E-01     0.4910E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1811E-03     0.0000E+00     0.0000E+00     0.2988E-11     0.6577E-04     0.4518E-08     0.2796E-01     0.0000E+00
     1     1     1  2025      52      52  cha052               0.1144E-01     0.0000E+00     0.1144E-01     0.1025E+00     0.7489E-01     0.7077E-01     0.7077E-01     0.2534E-03     0.3865E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1441E+00     0.3015E-01     0.3718E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3816E+02     0.0000E+00     0.3816E+02     0.4932E-03     0.4119E+00     0.6911E-01     0.3015E-01     0.0000E+00
     1     1     1  2025      53      53  cha053               0.1878E-01     0.0000E+00     0.1878E-01     0.1475E+00     0.1138E+00     0.5524E-01     0.5524E-01     0.5348E-02     0.5324E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1945E+00     0.3683E-01     0.9340E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.3800E+02     0.0000E+00     0.3800E+02     0.1832E-02     0.4655E+00     0.7747E-01     0.3683E-01     0.0000E+00
     1     1     1  2025      54      54  cha054               0.1891E-01     0.0000E+00     0.1891E-01     0.1558E+00     0.9408E-01     0.6889E-01     0.6889E-01     0.1294E-02     0.2389E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1742E+00     0.3421E-01     0.3408E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4600E+02     0.0000E+00     0.4600E+02     0.8863E-03     0.3431E+00     0.6801E-01     0.3421E-01     0.0000E+00
     1     1     1  2025      55      55  cha055               0.1885E-03     0.0000E+00     0.1883E-03     0.1914E-02     0.1124E-08     0.2013E-02     0.2013E-02     0.2352E-11     0.0000E+00     0.0000E+00     0.2013E-02     0.0000E+00     0.1089E+00     0.2501E-01     0.3246E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1003E+01     0.0000E+00     0.1002E+01     0.5933E-11     0.1880E-02     0.3512E-03     0.2501E-01     0.0000E+00
     1     1     1  2025      56      56  cha056               0.1419E-07     0.0000E+00     0.0000E+00     0.1264E-06     0.1214E-08     0.1212E-08     0.1212E-08     0.1910E-11     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1461E+00     0.3043E-01     0.2774E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4625E-04     0.0000E+00     0.0000E+00     0.5863E-11     0.2505E-04     0.6164E-08     0.3043E-01     0.0000E+00
     1     1     1  2025      57      57  cha057               0.2839E-03     0.0000E+00     0.2839E-03     0.2926E-02     0.2088E-02     0.2361E-02     0.2361E-02     0.6843E-06     0.0000E+00     0.0000E+00     0.2733E-03     0.0000E+00     0.1054E+00     0.2448E-01     0.2753E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1594E+01     0.0000E+00     0.1593E+01     0.1705E-05     0.8605E-02     0.1498E-02     0.2448E-01     0.0000E+00
     1     1     1  2025      58      58  cha058               0.2468E-03     0.0000E+00     0.2466E-03     0.2324E-02     0.1056E-08     0.1054E-08     0.1054E-08     0.2064E-11     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1289E+00     0.2799E-01     0.2016E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.9914E+00     0.0000E+00     0.9907E+00     0.5827E-11     0.3028E-02     0.3973E-03     0.2799E-01     0.0000E+00
     1     1     1  2025      59      59  cha059               0.8386E-08     0.0000E+00     0.0000E+00     0.7969E-07     0.1217E-08     0.2025E-02     0.2025E-02     0.3098E-11     0.0000E+00     0.0000E+00     0.2025E-02     0.0000E+00     0.1262E+00     0.2761E-01     0.2892E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3486E-04     0.0000E+00     0.0000E+00     0.8611E-11     0.1403E-04     0.4965E-08     0.2761E-01     0.0000E+00
     1     1     1  2025      60      60  cha060               0.2490E-01     0.0000E+00     0.2490E-01     0.2151E+00     0.4892E-01     0.3928E-01     0.3928E-01     0.8302E-03     0.8803E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1564E+00     0.3184E-01     0.5933E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.7245E+02     0.0000E+00     0.7245E+02     0.2412E-03     0.2489E+00     0.6439E-01     0.3184E-01     0.0000E+00
     1     1     1  2025      61      61  cha061               0.1235E-01     0.0000E+00     0.1235E-01     0.1173E+00     0.5781E-01     0.5182E-01     0.5182E-01     0.1268E-02     0.4722E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1265E+00     0.2765E-01     0.4310E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.5117E+02     0.0000E+00     0.5117E+02     0.1201E-03     0.3092E+00     0.5773E-01     0.2765E-01     0.0000E+00
     1     1     1  2025      62      62  cha062               0.1614E-01     0.0000E+00     0.1614E-01     0.1539E+00     0.3722E-01     0.3685E-01     0.3685E-01     0.6512E-04     0.3034E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.1252E+00     0.2746E-01     0.1293E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.6799E+02     0.0000E+00     0.6799E+02     0.7381E-05     0.2118E+00     0.4857E-01     0.2746E-01     0.0000E+00
     1     1     1  2025      63      63  cha063               0.2526E+01     0.0000E+00     0.2526E+01     0.7086E+01     0.9006E+00     0.8619E+00     0.8619E+00     0.1258E-02     0.3744E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2802E+01     0.2180E+00     0.2250E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.5991E+02     0.0000E+00     0.5991E+02     0.2112E-03     0.9379E+01     0.1688E+01     0.2180E+00     0.0000E+00
     1     1     1  2025      64      64  cha064               0.2497E+01     0.0000E+00     0.2497E+01     0.7048E+01     0.8909E+00     0.7832E+00     0.7832E+00     0.3456E-03     0.1074E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2748E+01     0.2152E+00     0.2661E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.6117E+02     0.0000E+00     0.6117E+02     0.1755E-03     0.8766E+01     0.1584E+01     0.2152E+00     0.0000E+00
     1     1     1  2025      65      65  cha065               0.2495E+01     0.0000E+00     0.2495E+01     0.7068E+01     0.8953E+00     0.8723E+00     0.8723E+00     0.4560E-04     0.2296E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2719E+01     0.2137E+00     0.4874E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.6224E+02     0.0000E+00     0.6224E+02     0.2590E-04     0.9251E+01     0.1682E+01     0.2137E+00     0.0000E+00
     1     1     1  2025      66      66  cha066               0.2480E+01     0.0000E+00     0.2480E+01     0.7035E+01     0.8528E+00     0.8125E+00     0.8125E+00     0.1283E-01     0.2751E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2705E+01     0.2130E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.6236E+02     0.0000E+00     0.6236E+02     0.1546E-03     0.8842E+01     0.1608E+01     0.2130E+00     0.0000E+00
     1     1     1  2025      67      67  cha067               0.2467E+01     0.0000E+00     0.2467E+01     0.7028E+01     0.6416E+00     0.6380E+00     0.6380E+00     0.2232E-04     0.3621E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.2669E+01     0.2111E+00     0.1571E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.6345E+02     0.0000E+00     0.6345E+02     0.3595E-05     0.8048E+01     0.1484E+01     0.2111E+00     0.0000E+00
     1     1     1  2025      68      68  cha068               0.2443E+01     0.0000E+00     0.2443E+01     0.6979E+01     0.6277E+00     0.6083E+00     0.6083E+00     0.1344E-03     0.1925E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2647E+01     0.2099E+00     0.1387E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.6369E+02     0.0000E+00     0.6369E+02     0.7183E-06     0.7716E+01     0.1425E+01     0.2099E+00     0.0000E+00
     1     1     1  2025      69      69  cha069               0.1460E+01     0.0000E+00     0.1460E+01     0.5697E+01     0.2484E+00     0.2459E+00     0.2459E+00     0.1598E-03     0.2349E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1083E+01     0.1157E+00     0.2001E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1687E+03     0.0000E+00     0.1687E+03     0.1031E-06     0.2028E+01     0.4277E+00     0.1157E+00     0.0000E+00
     1     1     1  2025      70      70  cha070               0.1459E+01     0.0000E+00     0.1459E+01     0.5728E+01     0.2739E+00     0.2471E+00     0.2471E+00     0.1459E-01     0.1216E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1067E+01     0.1146E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.1730E+03     0.0000E+00     0.1730E+03     0.8530E-04     0.2039E+01     0.4300E+00     0.1146E+00     0.0000E+00
     1     1     1  2025      71      71  cha071               0.9827E+00     0.0000E+00     0.9827E+00     0.2959E+01     0.3860E+00     0.3818E+00     0.3818E+00     0.1973E-04     0.4177E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.2257E+01     0.1888E+00     0.6950E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.3342E+02     0.0000E+00     0.3342E+02     0.9349E-07     0.5816E+01     0.1022E+01     0.1888E+00     0.0000E+00
     1     1     1  2025      72      72  cha072               0.9825E+00     0.0000E+00     0.9825E+00     0.2969E+01     0.9350E+00     0.3860E+00     0.3860E+00     0.1021E+00     0.4469E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2233E+01     0.1874E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.3403E+02     0.0000E+00     0.3402E+02     0.3447E-02     0.5846E+01     0.1027E+01     0.1874E+00     0.0000E+00
     1     1     1  2025      73      73  cha073               0.9731E+00     0.0000E+00     0.9731E+00     0.2954E+01     0.9577E+00     0.8950E+00     0.8950E+00     0.7224E-04     0.6266E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2203E+01     0.1857E+00     0.3329E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3445E+02     0.0000E+00     0.3445E+02     0.3749E-03     0.8505E+01     0.1503E+01     0.1857E+00     0.0000E+00
     1     1     1  2025      74      74  cha074               0.1918E+00     0.0000E+00     0.1918E+00     0.7692E+00     0.3671E+00     0.1976E+00     0.1976E+00     0.5307E-03     0.1689E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1007E+01     0.1102E+00     0.1334E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2504E+02     0.0000E+00     0.2504E+02     0.2066E-02     0.1663E+01     0.3093E+00     0.1102E+00     0.0000E+00
     1     1     1  2025      75      75  cha075               0.7774E+00     0.0000E+00     0.7774E+00     0.2525E+01     0.7962E+00     0.7462E+00     0.7462E+00     0.1449E-01     0.3555E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1807E+01     0.1627E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.3832E+02     0.0000E+00     0.3832E+02     0.2137E-03     0.7059E+01     0.1233E+01     0.1627E+00     0.0000E+00
     1     1     1  2025      76      76  cha076               0.7564E+00     0.0000E+00     0.7564E+00     0.2474E+01     0.5202E+00     0.4308E+00     0.4308E+00     0.4569E-03     0.8896E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1770E+01     0.1605E+00     0.1048E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3859E+02     0.0000E+00     0.3859E+02     0.5893E-03     0.5687E+01     0.9954E+00     0.1605E+00     0.0000E+00
     1     1     1  2025      77      77  cha077               0.7396E+00     0.0000E+00     0.7396E+00     0.2432E+01     0.5241E+00     0.4574E+00     0.4574E+00     0.1604E-02     0.6508E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1743E+01     0.1589E+00     0.2220E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.3871E+02     0.0000E+00     0.3871E+02     0.4142E-03     0.5897E+01     0.1033E+01     0.1589E+00     0.0000E+00
     1     1     1  2025      78      78  cha078               0.7195E+00     0.0000E+00     0.7195E+00     0.2378E+01     0.7210E+00     0.4897E+00     0.4897E+00     0.1546E-02     0.2297E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1719E+01     0.1574E+00     0.7550E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.3854E+02     0.0000E+00     0.3854E+02     0.1715E-02     0.6075E+01     0.1059E+01     0.1574E+00     0.0000E+00
     1     1     1  2025      79      79  cha079               0.6676E+00     0.0000E+00     0.6676E+00     0.2245E+01     0.7071E+00     0.4611E+00     0.4611E+00     0.6929E-01     0.1767E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1635E+01     0.1523E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.3884E+02     0.0000E+00     0.3884E+02     0.1223E-02     0.5923E+01     0.1038E+01     0.1523E+00     0.0000E+00
     1     1     1  2025      80      80  cha080               0.6460E+00     0.0000E+00     0.6460E+00     0.2186E+01     0.6899E+00     0.5651E+00     0.5651E+00     0.2050E-03     0.1246E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1607E+01     0.1505E+00     0.3864E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3870E+02     0.0000E+00     0.3870E+02     0.3249E-03     0.6569E+01     0.1152E+01     0.1505E+00     0.0000E+00
     1     1     1  2025      81      81  cha081               0.5728E+00     0.0000E+00     0.5728E+00     0.1979E+01     0.7814E+00     0.5838E+00     0.5838E+00     0.5905E-01     0.1386E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1514E+01     0.1446E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.3790E+02     0.0000E+00     0.3790E+02     0.9356E-03     0.6294E+01     0.1097E+01     0.1446E+00     0.0000E+00
     1     1     1  2025      82      82  cha082               0.5369E+00     0.0000E+00     0.5369E+00     0.1896E+01     0.4591E+00     0.4569E+00     0.4569E+00     0.7334E-03     0.1446E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1425E+01     0.1389E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.3932E+02     0.0000E+00     0.3932E+02     0.9032E-05     0.5127E+01     0.9247E+00     0.1389E+00     0.0000E+00
     1     1     1  2025      83      83  cha083               0.4787E+00     0.0000E+00     0.4787E+00     0.1726E+01     0.4505E+00     0.2650E+00     0.2650E+00     0.1266E-02     0.1843E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1345E+01     0.1337E+00     0.9440E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.3857E+02     0.0000E+00     0.3857E+02     0.1620E-02     0.3518E+01     0.6427E+00     0.1337E+00     0.0000E+00
     1     1     1  2025      84      84  cha084               0.3968E+00     0.0000E+00     0.3968E+00     0.1532E+01     0.2953E+00     0.2941E+00     0.2941E+00     0.5034E-04     0.1082E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1116E+01     0.1180E+00     0.2770E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.4367E+02     0.0000E+00     0.4367E+02     0.7312E-05     0.3425E+01     0.6238E+00     0.1180E+00     0.0000E+00
     1     1     1  2025      85      85  cha085               0.3592E+00     0.0000E+00     0.3592E+00     0.1406E+01     0.3288E+00     0.2565E+00     0.2565E+00     0.5715E-03     0.7170E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1075E+01     0.1151E+00     0.1403E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4205E+02     0.0000E+00     0.4205E+02     0.5740E-03     0.3127E+01     0.5501E+00     0.1151E+00     0.0000E+00
     1     1     1  2025      86      86  cha086               0.1443E+00     0.0000E+00     0.1443E+00     0.7148E+00     0.4169E-01     0.2286E-01     0.2286E-01     0.4740E-03     0.1836E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.5837E+00     0.7662E-01     0.1062E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4675E+02     0.0000E+00     0.4674E+02     0.2399E-03     0.3351E+00     0.7003E-01     0.7662E-01     0.0000E+00
     1     1     1  2025      87      87  cha087               0.1968E+00     0.0000E+00     0.1968E+00     0.8643E+00     0.3804E+00     0.2669E+00     0.2669E+00     0.6861E-03     0.1128E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7929E+00     0.9397E-01     0.2110E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3826E+02     0.0000E+00     0.3826E+02     0.1142E-02     0.2983E+01     0.5093E+00     0.9397E-01     0.0000E+00
     1     1     1  2025      88      88  cha088               0.1561E+00     0.0000E+00     0.1561E+00     0.7133E+00     0.3480E+00     0.2815E+00     0.2815E+00     0.2825E-01     0.3822E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.7162E+00     0.8781E-01     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.3596E+02     0.0000E+00     0.3596E+02     0.3287E-03     0.2847E+01     0.4751E+00     0.8781E-01     0.0000E+00
     1     1     1  2025      89      89  cha089               0.1234E+00     0.0000E+00     0.1234E+00     0.5849E+00     0.3704E+00     0.2820E+00     0.2820E+00     0.3731E-01     0.5110E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.6526E+00     0.8254E-01     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.3320E+02     0.0000E+00     0.3320E+02     0.4673E-03     0.2636E+01     0.4308E+00     0.8254E-01     0.0000E+00
     1     1     1  2025      90      90  cha090               0.1072E+00     0.0000E+00     0.1072E+00     0.5247E+00     0.3625E+00     0.2818E+00     0.2818E+00     0.3342E-03     0.8044E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.6014E+00     0.7816E-01     0.3085E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3303E+02     0.0000E+00     0.3303E+02     0.9282E-03     0.2435E+01     0.3965E+00     0.7816E-01     0.0000E+00
     1     1     1  2025      91      91  cha091               0.9189E-01     0.0000E+00     0.9189E-01     0.4691E+00     0.3670E+00     0.2494E+00     0.2494E+00     0.7822E-03     0.1168E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5417E+00     0.7290E-01     0.2347E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3372E+02     0.0000E+00     0.3372E+02     0.1596E-02     0.2181E+01     0.3570E+00     0.7290E-01     0.0000E+00
     1     1     1  2025      92      92  cha092               0.6381E-01     0.0000E+00     0.6381E-01     0.2906E+00     0.7667E-01     0.5173E-01     0.5173E-01     0.6713E-04     0.2488E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.7228E+00     0.8835E-01     0.1257E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1448E+02     0.0000E+00     0.1448E+02     0.5920E-03     0.3755E+00     0.8043E-01     0.8835E-01     0.0000E+00
     1     1     1  2025      93      93  cha093               0.2845E-01     0.0000E+00     0.2845E-01     0.1734E+00     0.1411E+00     0.1145E+00     0.1145E+00     0.1677E-03     0.2639E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3515E+00     0.5464E-01     0.1494E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2146E+02     0.0000E+00     0.2146E+02     0.4561E-03     0.8199E+00     0.1417E+00     0.5464E-01     0.0000E+00
     1     1     1  2025      94      94  cha094               0.6342E-01     0.0000E+00     0.6342E-01     0.2985E+00     0.1079E+00     0.7667E-01     0.7667E-01     0.1616E-03     0.3105E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.6643E+00     0.8352E-01     0.5660E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1656E+02     0.0000E+00     0.1656E+02     0.3548E-03     0.4517E+00     0.9760E-01     0.8352E-01     0.0000E+00
     1     1     1  2025      95      95  cha095               0.1056E+00     0.0000E+00     0.1056E+00     0.4587E+00     0.1147E+00     0.5980E-01     0.5980E-01     0.1868E-03     0.5470E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.8161E+00     0.9581E-01     0.1377E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1957E+02     0.0000E+00     0.1956E+02     0.1189E-02     0.8272E+00     0.1466E+00     0.9581E-01     0.0000E+00
     1     1     1  2025      96      96  cha096               0.2200E-01     0.0000E+00     0.2199E-01     0.1745E+00     0.9480E-01     0.3020E-01     0.3020E-01     0.1074E-01     0.5386E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1898E+00     0.3623E-01     0.1532E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4636E+02     0.0000E+00     0.4635E+02     0.4736E-02     0.3367E+00     0.5933E-01     0.3623E-01     0.0000E+00
     1     1     1  2025      97      97  cha097               0.2717E-01     0.0000E+00     0.2717E-01     0.1835E+00     0.1598E+00     0.1351E+00     0.1351E+00     0.3246E-03     0.2442E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2757E+00     0.4647E-01     0.3979E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3073E+02     0.0000E+00     0.3073E+02     0.1594E-02     0.8634E+00     0.1524E+00     0.4647E-01     0.0000E+00
     1     1     1  2025      98      98  cha098               0.1046E+00     0.0000E+00     0.1046E+00     0.4749E+00     0.1811E+00     0.1147E+00     0.1147E+00     0.1809E-03     0.6622E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.7279E+00     0.8877E-01     0.2277E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2345E+02     0.0000E+00     0.2345E+02     0.1069E-02     0.1081E+01     0.1989E+00     0.8877E-01     0.0000E+00
     1     1     1  2025      99      99  cha099               0.5335E-01     0.0000E+00     0.5335E-01     0.2552E+00     0.7927E-01     0.5796E-01     0.5796E-01     0.4975E-04     0.2126E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.6378E+00     0.8128E-01     0.1192E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1491E+02     0.0000E+00     0.1491E+02     0.3424E-03     0.3816E+00     0.8391E-01     0.8128E-01     0.0000E+00
     1     1     1  2025     100     100  cha100               0.6564E-02     0.0000E+00     0.6562E-02     0.4623E-01     0.1728E+00     0.2018E+00     0.2018E+00     0.1134E-02     0.0000E+00     0.0000E+00     0.3013E-01     0.0000E+00     0.2500E+00     0.4354E-01     0.2268E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.8739E+01     0.0000E+00     0.8736E+01     0.6581E-02     0.9296E+00     0.1482E+00     0.4354E-01     0.0000E+00
     1     1     1  2025     101     101  cha101               0.6572E-01     0.0000E+00     0.6572E-01     0.3729E+00     0.2999E+00     0.1877E+00     0.1877E+00     0.1398E-02     0.1108E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4177E+00     0.6130E-01     0.2197E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3719E+02     0.0000E+00     0.3718E+02     0.1911E-02     0.1650E+01     0.2707E+00     0.6130E-01     0.0000E+00
     1     1     1  2025     102     102  cha102               0.6452E-01     0.0000E+00     0.6452E-01     0.3871E+00     0.9369E-01     0.7924E-01     0.7924E-01     0.1979E-03     0.1425E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3652E+00     0.5605E-01     0.3457E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4566E+02     0.0000E+00     0.4566E+02     0.1575E-03     0.8157E+00     0.1515E+00     0.5605E-01     0.0000E+00
     1     1     1  2025     103     103  cha103               0.3579E-01     0.0000E+00     0.3579E-01     0.2441E+00     0.7344E-01     0.6568E-01     0.6568E-01     0.4890E-02     0.2870E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.2694E+00     0.4576E-01     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.4206E+02     0.0000E+00     0.4206E+02     0.4157E-04     0.5856E+00     0.1072E+00     0.4576E-01     0.0000E+00
     1     1     1  2025     104     104  cha104               0.2712E-01     0.0000E+00     0.2712E-01     0.2093E+00     0.7303E-01     0.2613E-01     0.2613E-01     0.3097E-01     0.1593E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2024E+00     0.3781E-01     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.5136E+02     0.0000E+00     0.5135E+02     0.3094E-03     0.2929E+00     0.5668E-01     0.3781E-01     0.0000E+00
     1     1     1  2025     105     105  cha105               0.3624E-01     0.0000E+00     0.3624E-01     0.2419E+00     0.1706E+00     0.1027E+00     0.1027E+00     0.1645E-02     0.6620E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2834E+00     0.4733E-01     0.2403E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3915E+02     0.0000E+00     0.3915E+02     0.1795E-02     0.7817E+00     0.1381E+00     0.4733E-01     0.0000E+00
     1     1     1  2025     106     106  cha106               0.3335E-01     0.0000E+00     0.3335E-01     0.2011E+00     0.5925E+00     0.3101E+00     0.3101E+00     0.6318E-02     0.2761E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3607E+00     0.5559E-01     0.6600E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.2410E+02     0.0000E+00     0.2410E+02     0.6070E-02     0.2047E+01     0.3278E+00     0.5559E-01     0.0000E+00
     1     1     1  2025     107     107  cha107               0.7546E-01     0.0000E+00     0.7546E-01     0.3720E+00     0.2427E+00     0.1137E+00     0.1137E+00     0.9634E-03     0.1280E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5909E+00     0.7725E-01     0.1103E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2395E+02     0.0000E+00     0.2395E+02     0.2737E-02     0.8469E+00     0.1710E+00     0.7725E-01     0.0000E+00
     1     1     1  2025     108     108  cha108               0.4054E-03     0.0000E+00     0.4051E-03     0.3347E-02     0.1007E-08     0.1005E-08     0.1005E-08     0.1955E-11     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1734E+00     0.3411E-01     0.3497E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.9934E+00     0.0000E+00     0.9926E+00     0.6715E-11     0.1979E-01     0.6629E-03     0.3411E-01     0.0000E+00
     1     1     1  2025     109     109  cha109               0.2173E-01     0.0000E+00     0.2173E-01     0.1226E+00     0.3150E-01     0.5052E-01     0.5052E-01     0.4419E-04     0.0000E+00     0.0000E+00     0.1906E-01     0.0000E+00     0.4236E+00     0.6187E-01     0.2811E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1201E+02     0.0000E+00     0.1201E+02     0.4986E-03     0.2107E+00     0.4572E-01     0.6187E-01     0.0000E+00
     1     1     1  2025     110     110  cha110               0.2367E-01     0.0000E+00     0.2367E-01     0.1564E+00     0.6355E+00     0.5375E+00     0.5375E+00     0.3289E-02     0.9477E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2902E+00     0.4809E-01     0.2720E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2458E+02     0.0000E+00     0.2458E+02     0.1807E-01     0.2509E+01     0.3977E+00     0.4809E-01     0.0000E+00
