 Point_source              SWAT+ Jun 17 2024        MODULAR Rev 2024.61.0                                 
   jday   mon   day    yr     unit   gis_id   name                  area         precip           evap           seep          flo_stor       sed_stor      orgn_stor      sedp_stor       no3_stor      solp_stor      chla_stor       nh3_stor       no2_stor      cbod_stor       dox_stor       san_stor       sil_stor       cla_stor       sag_stor       lag_stor       grv_stor           null         flo_in         sed_in        orgn_in        sedp_in         no3_in        solp_in        chla_in         nh3_in         no2_in        cbod_in         dox_in         san_in         sil_in         cla_in         sag_in         lag_in         grv_in           null        flo_out        sed_out       orgn_out       sedp_out        no3_out       solp_out       chla_out        nh3_out        no2_out       cbod_out        dox_out        san_out        sil_out        cla_out        sag_out        lag_out        grv_out           null     water_temp
                                                                      ha            m^3            m^3            m^3             m^3           tons            kgN            kgP            kgN            kgP             kg            kgN            kgN             kg             kg           tons           tons           tons           tons           tons           tons                         m^3/s           tons            kgN            kgP            kgN            kgP             kg            kgN            kgN             kg             kg           tons           tons           tons           tons           tons           tons                         m^3/s           tons            kgN            kgP            kgN            kgP             kg            kgN            kgN             kg             kg           tons           tons           tons           tons           tons           tons                          degc
     1     1     1  2025      81      81  cha081               0.1841E-01     0.1714E+02     0.2162E+00     0.1841E+00     0.5927E+02     0.9356E-03     0.8252E-02     0.1393E-02     0.4404E-03     0.1241E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5430E-07     0.5430E-07     0.5430E-07     0.5430E-07     0.5430E-07     0.0000E+00     0.2375E+02     0.5728E+00     0.7814E+00     0.6891E+01     0.1163E+01     0.3678E+00     0.1036E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4535E-04     0.4535E-04     0.4535E-04     0.4535E-04     0.4535E-04     0.0000E+00     0.2375E+02     0.5728E+00     0.5838E+00     0.5992E+01     0.1011E+01     0.3026E+00     0.8525E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4535E-04     0.4535E-04     0.4535E-04     0.4535E-04     0.4535E-04     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025      82      82  cha082               0.2849E-03     0.2652E+00     0.3346E-02     0.2849E-02     0.9127E+00     0.9032E-05     0.9536E-04     0.1661E-04     0.5764E-05     0.1625E-05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.8117E-09     0.8117E-09     0.8117E-09     0.8117E-09     0.8117E-09     0.0000E+00     0.2375E+02     0.5369E+00     0.4591E+00     0.4847E+01     0.8443E+00     0.2930E+00     0.8262E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4126E-04     0.4126E-04     0.4126E-04     0.4126E-04     0.4126E-04     0.0000E+00     0.2375E+02     0.5369E+00     0.4569E+00     0.4835E+01     0.8423E+00     0.2921E+00     0.8235E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4126E-04     0.4126E-04     0.4126E-04     0.4126E-04     0.4126E-04     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025      83      83  cha083               0.4660E-01     0.4338E+02     0.5473E+00     0.4660E+00     0.1487E+03     0.1620E-02     0.1508E-01     0.2641E-02     0.1162E-02     0.3638E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1414E-06     0.1414E-06     0.1414E-06     0.1414E-06     0.1414E-06     0.0000E+00     0.2375E+02     0.4787E+00     0.4505E+00     0.4193E+01     0.7345E+00     0.3232E+00     0.1012E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3932E-04     0.3932E-04     0.3932E-04     0.3932E-04     0.3932E-04     0.0000E+00     0.2375E+02     0.4787E+00     0.2650E+00     0.3327E+01     0.5829E+00     0.1910E+00     0.5979E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3932E-04     0.3932E-04     0.3932E-04     0.3932E-04     0.3932E-04     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025      84      84  cha084               0.2677E-03     0.2492E+00     0.3145E-02     0.2677E-02     0.8489E+00     0.7312E-05     0.7914E-04     0.1362E-04     0.5839E-05     0.1860E-05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7752E-09     0.7752E-09     0.7752E-09     0.7752E-09     0.7752E-09     0.0000E+00     0.2375E+02     0.3968E+00     0.2953E+00     0.3196E+01     0.5500E+00     0.2358E+00     0.7511E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3131E-04     0.3131E-04     0.3131E-04     0.3131E-04     0.3131E-04     0.0000E+00     0.2375E+02     0.3968E+00     0.2941E+00     0.3190E+01     0.5490E+00     0.2349E+00     0.7484E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3131E-04     0.3131E-04     0.3131E-04     0.3131E-04     0.3131E-04     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025      85      85  cha085               0.1709E-01     0.1591E+02     0.2008E+00     0.1709E+00     0.5418E+02     0.5740E-03     0.5728E-02     0.9488E-03     0.4620E-03     0.1483E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5106E-07     0.5106E-07     0.5106E-07     0.5106E-07     0.5106E-07     0.0000E+00     0.2375E+02     0.3592E+00     0.3288E+00     0.3281E+01     0.5435E+00     0.2646E+00     0.8493E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2925E-04     0.2925E-04     0.2925E-04     0.2925E-04     0.2925E-04     0.0000E+00     0.2375E+02     0.3592E+00     0.2565E+00     0.2920E+01     0.4837E+00     0.2069E+00     0.6641E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2925E-04     0.2925E-04     0.2925E-04     0.2925E-04     0.2925E-04     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025      86      86  cha086               0.2179E-01     0.2028E+02     0.2559E+00     0.2179E+00     0.7171E+02     0.2399E-03     0.1786E-02     0.2793E-03     0.9809E-03     0.3345E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4420E-07     0.4420E-07     0.4420E-07     0.4420E-07     0.4420E-07     0.0000E+00     0.2375E+02     0.1443E+00     0.4169E-01     0.3105E+00     0.4855E-01     0.1705E+00     0.5815E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7683E-05     0.7683E-05     0.7683E-05     0.7683E-05     0.7683E-05     0.0000E+00     0.2375E+02     0.1443E+00     0.2286E-01     0.2397E+00     0.3748E-01     0.9544E-01     0.3255E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7683E-05     0.7683E-05     0.7683E-05     0.7683E-05     0.7683E-05     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025      87      87  cha087               0.1596E-01     0.1486E+02     0.1875E+00     0.1596E+00     0.5105E+02     0.1142E-02     0.1002E-01     0.1639E-02     0.6220E-03     0.1928E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6135E-07     0.6135E-07     0.6135E-07     0.6135E-07     0.6135E-07     0.0000E+00     0.2375E+02     0.1968E+00     0.3804E+00     0.3336E+01     0.5456E+00     0.2071E+00     0.6419E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2043E-04     0.2043E-04     0.2043E-04     0.2043E-04     0.2043E-04     0.0000E+00     0.2375E+02     0.1968E+00     0.2669E+00     0.2838E+01     0.4641E+00     0.1457E+00     0.4515E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2043E-04     0.2043E-04     0.2043E-04     0.2043E-04     0.2043E-04     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025      88      88  cha088               0.3953E-02     0.3680E+01     0.4643E-01     0.3953E-01     0.1274E+02     0.3287E-03     0.2814E-02     0.4463E-03     0.1696E-03     0.5203E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1717E-07     0.1717E-07     0.1717E-07     0.1717E-07     0.1717E-07     0.0000E+00     0.2375E+02     0.1561E+00     0.3480E+00     0.2979E+01     0.4724E+00     0.1795E+00     0.5507E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1817E-04     0.1817E-04     0.1817E-04     0.1817E-04     0.1817E-04     0.0000E+00     0.2375E+02     0.1561E+00     0.2815E+00     0.2687E+01     0.4261E+00     0.1598E+00     0.4902E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1817E-04     0.1817E-04     0.1817E-04     0.1817E-04     0.1817E-04     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025      89      89  cha089               0.4137E-02     0.3851E+01     0.4860E-01     0.4137E-01     0.1345E+02     0.4673E-03     0.3587E-02     0.5560E-03     0.2101E-03     0.6505E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2013E-07     0.2013E-07     0.2013E-07     0.2013E-07     0.2013E-07     0.0000E+00     0.2375E+02     0.1234E+00     0.3704E+00     0.2844E+01     0.4408E+00     0.1665E+00     0.5157E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1596E-04     0.1596E-04     0.1596E-04     0.1596E-04     0.1596E-04     0.0000E+00     0.2375E+02     0.1234E+00     0.2820E+00     0.2493E+01     0.3864E+00     0.1436E+00     0.4445E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1596E-04     0.1596E-04     0.1596E-04     0.1596E-04     0.1596E-04     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025      90      90  cha090               0.7229E-02     0.6729E+01     0.8491E-01     0.7229E-01     0.2371E+02     0.9282E-03     0.6652E-02     0.1031E-02     0.4151E-03     0.1270E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3578E-07     0.3578E-07     0.3578E-07     0.3578E-07     0.3578E-07     0.0000E+00     0.2375E+02     0.1072E+00     0.3625E+00     0.2598E+01     0.4028E+00     0.1622E+00     0.4959E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1397E-04     0.1397E-04     0.1397E-04     0.1397E-04     0.1397E-04     0.0000E+00     0.2375E+02     0.1072E+00     0.2818E+00     0.2309E+01     0.3579E+00     0.1262E+00     0.3859E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1397E-04     0.1397E-04     0.1397E-04     0.1397E-04     0.1397E-04     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025      91      91  cha091               0.1039E-01     0.9672E+01     0.1220E+00     0.1039E+00     0.3452E+02     0.1596E-02     0.1073E-01     0.1677E-02     0.6939E-03     0.2125E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5157E-07     0.5157E-07     0.5157E-07     0.5157E-07     0.5157E-07     0.0000E+00     0.2375E+02     0.9189E-01     0.3670E+00     0.2469E+01     0.3856E+00     0.1596E+00     0.4886E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1186E-04     0.1186E-04     0.1186E-04     0.1186E-04     0.1186E-04     0.0000E+00     0.2375E+02     0.9189E-01     0.2494E+00     0.2073E+01     0.3237E+00     0.1088E+00     0.3331E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1186E-04     0.1186E-04     0.1186E-04     0.1186E-04     0.1186E-04     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025      92      92  cha092               0.1322E-01     0.1231E+02     0.1553E+00     0.1322E+00     0.4257E+02     0.5920E-03     0.3078E-02     0.6728E-03     0.4765E-03     0.8542E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1337E-06     0.1337E-06     0.1337E-06     0.1337E-06     0.1337E-06     0.0000E+00     0.2375E+02     0.6381E-01     0.7667E-01     0.3987E+00     0.8714E-01     0.6171E-01     0.1106E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1731E-04     0.1731E-04     0.1731E-04     0.1731E-04     0.1731E-04     0.0000E+00     0.2375E+02     0.6381E-01     0.5173E-01     0.3338E+00     0.7295E-01     0.4169E-01     0.7474E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1731E-04     0.1731E-04     0.1731E-04     0.1731E-04     0.1731E-04     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025      93      93  cha093               0.2225E-02     0.2071E+01     0.2613E-01     0.2225E-01     0.7944E+01     0.4561E-03     0.2690E-02     0.4691E-03     0.2628E-03     0.4061E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1431E-07     0.1431E-07     0.1431E-07     0.1431E-07     0.1431E-07     0.0000E+00     0.2375E+02     0.2845E-01     0.1411E+00     0.8322E+00     0.1451E+00     0.8130E-01     0.1257E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4428E-05     0.4428E-05     0.4428E-05     0.4428E-05     0.4428E-05     0.0000E+00     0.2375E+02     0.2845E-01     0.1145E+00     0.7538E+00     0.1315E+00     0.6609E-01     0.1021E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4428E-05     0.4428E-05     0.4428E-05     0.4428E-05     0.4428E-05     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025      94      94  cha094               0.5554E-02     0.5170E+01     0.6523E-01     0.5554E-01     0.1802E+02     0.3548E-03     0.1533E-02     0.3351E-03     0.2448E-03     0.4833E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5002E-07     0.5002E-07     0.5002E-07     0.5002E-07     0.5002E-07     0.0000E+00     0.2375E+02     0.6342E-01     0.1079E+00     0.4662E+00     0.1019E+00     0.7442E-01     0.1469E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1521E-04     0.1521E-04     0.1521E-04     0.1521E-04     0.1521E-04     0.0000E+00     0.2375E+02     0.6342E-01     0.7667E-01     0.3987E+00     0.8714E-01     0.5300E-01     0.1046E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1521E-04     0.1521E-04     0.1521E-04     0.1521E-04     0.1521E-04     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025      95      95  cha095               0.2962E-01     0.2757E+02     0.3479E+00     0.2962E+00     0.9458E+02     0.1189E-02     0.1038E-01     0.1827E-02     0.1303E-02     0.2492E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1929E-06     0.1929E-06     0.1929E-06     0.1929E-06     0.1929E-06     0.0000E+00     0.2375E+02     0.1056E+00     0.1147E+00     0.1002E+01     0.1762E+00     0.1256E+00     0.2404E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1860E-04     0.1860E-04     0.1860E-04     0.1860E-04     0.1860E-04     0.0000E+00     0.2375E+02     0.1056E+00     0.5980E-01     0.7615E+00     0.1340E+00     0.6571E-01     0.1257E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1860E-04     0.1860E-04     0.1860E-04     0.1860E-04     0.1860E-04     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025      96      96  cha096               0.2309E-01     0.2150E+02     0.2712E+00     0.2309E+00     0.9494E+02     0.4736E-02     0.2472E-01     0.4354E-02     0.3343E-02     0.5921E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4334E-07     0.4334E-07     0.4334E-07     0.4334E-07     0.4334E-07     0.0000E+00     0.2375E+02     0.2200E-01     0.9480E-01     0.4949E+00     0.8715E-01     0.6691E-01     0.1185E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.8675E-06     0.8675E-06     0.8675E-06     0.8675E-06     0.8675E-06     0.0000E+00     0.2375E+02     0.2199E-01     0.3020E-01     0.3078E+00     0.5421E-01     0.2890E-01     0.5118E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.8675E-06     0.8675E-06     0.8675E-06     0.8675E-06     0.8675E-06     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025      97      97  cha097               0.6231E-02     0.5800E+01     0.7318E-01     0.6231E-01     0.2341E+02     0.1594E-02     0.8735E-02     0.1527E-02     0.6525E-03     0.1303E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2881E-07     0.2881E-07     0.2881E-07     0.2881E-07     0.2881E-07     0.0000E+00     0.2375E+02     0.2717E-01     0.1598E+00     0.8759E+00     0.1532E+00     0.6543E-01     0.1306E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2888E-05     0.2888E-05     0.2888E-05     0.2888E-05     0.2888E-05     0.0000E+00     0.2375E+02     0.2717E-01     0.1351E+00     0.8080E+00     0.1413E+00     0.5543E-01     0.1107E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2888E-05     0.2888E-05     0.2888E-05     0.2888E-05     0.2888E-05     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025      98      98  cha098               0.1658E-01     0.1543E+02     0.1947E+00     0.1658E+00     0.5335E+02     0.1069E-02     0.7242E-02     0.1274E-02     0.7430E-03     0.2109E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.9770E-07     0.9770E-07     0.9770E-07     0.9770E-07     0.9770E-07     0.0000E+00     0.2375E+02     0.1046E+00     0.1811E+00     0.1227E+01     0.2158E+00     0.1258E+00     0.3571E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1655E-04     0.1655E-04     0.1655E-04     0.1655E-04     0.1655E-04     0.0000E+00     0.2375E+02     0.1046E+00     0.1147E+00     0.1002E+01     0.1762E+00     0.7983E-01     0.2265E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1655E-04     0.1655E-04     0.1655E-04     0.1655E-04     0.1655E-04     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025      99      99  cha099               0.6110E-02     0.5687E+01     0.7176E-01     0.6110E-01     0.1991E+02     0.3424E-03     0.1686E-02     0.3785E-03     0.2581E-03     0.4758E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5803E-07     0.5803E-07     0.5803E-07     0.5803E-07     0.5803E-07     0.0000E+00     0.2375E+02     0.5335E-01     0.7927E-01     0.3903E+00     0.8764E-01     0.5977E-01     0.1102E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1344E-04     0.1344E-04     0.1344E-04     0.1344E-04     0.1344E-04     0.0000E+00     0.2375E+02     0.5335E-01     0.5796E-01     0.3378E+00     0.7585E-01     0.4374E-01     0.8062E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1344E-04     0.1344E-04     0.1344E-04     0.1344E-04     0.1344E-04     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025     100     100  cha100               0.1555E-01     0.1447E+02     0.1826E+00     0.1555E+00     0.2160E+02     0.6581E-02     0.3435E-01     0.5397E-02     0.1166E-02     0.2657E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4495E-07     0.4495E-07     0.4495E-07     0.4495E-07     0.4495E-07     0.0000E+00     0.2375E+02     0.6564E-02     0.1728E+00     0.9019E+00     0.1417E+00     0.3061E-01     0.6976E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1180E-05     0.1180E-05     0.1180E-05     0.1180E-05     0.1180E-05     0.0000E+00     0.2375E+02     0.6562E-02     0.2018E+00     0.8990E+00     0.1412E+00     0.3061E-01     0.6976E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1180E-05     0.1180E-05     0.1180E-05     0.1180E-05     0.1180E-05     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025     101     101  cha101               0.1046E-01     0.9737E+01     0.1229E+00     0.1046E+00     0.3617E+02     0.1911E-02     0.1221E-01     0.1905E-02     0.9355E-03     0.2809E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3651E-07     0.3651E-07     0.3651E-07     0.3651E-07     0.3651E-07     0.0000E+00     0.2375E+02     0.6572E-01     0.2999E+00     0.1917E+01     0.2990E+00     0.1469E+00     0.4409E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5731E-05     0.5731E-05     0.5731E-05     0.5731E-05     0.5731E-05     0.0000E+00     0.2375E+02     0.6572E-01     0.1877E+00     0.1557E+01     0.2429E+00     0.9260E-01     0.2780E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5731E-05     0.5731E-05     0.5731E-05     0.5731E-05     0.5731E-05     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025     102     102  cha102               0.3291E-02     0.3063E+01     0.3865E-01     0.3291E-01     0.9373E+01     0.1575E-03     0.1317E-02     0.2259E-03     0.1837E-03     0.5455E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1189E-07     0.1189E-07     0.1189E-07     0.1189E-07     0.1189E-07     0.0000E+00     0.2375E+02     0.6452E-01     0.9369E-01     0.7836E+00     0.1344E+00     0.1092E+00     0.3245E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7075E-05     0.7075E-05     0.7075E-05     0.7075E-05     0.7075E-05     0.0000E+00     0.2375E+02     0.6452E-01     0.7924E-01     0.7231E+00     0.1240E+00     0.9263E-01     0.2751E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7075E-05     0.7075E-05     0.7075E-05     0.7075E-05     0.7075E-05     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025     103     103  cha103               0.4634E-03     0.4314E+00     0.5443E-02     0.4634E-02     0.1750E+01     0.4157E-04     0.3078E-03     0.5140E-04     0.4173E-04     0.1250E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1733E-08     0.1733E-08     0.1733E-08     0.1733E-08     0.1733E-08     0.0000E+00     0.2375E+02     0.3579E-01     0.7344E-01     0.5438E+00     0.9080E-01     0.7372E-01     0.2208E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3062E-05     0.3062E-05     0.3062E-05     0.3062E-05     0.3062E-05     0.0000E+00     0.2375E+02     0.3579E-01     0.6568E-01     0.5147E+00     0.8594E-01     0.7084E-01     0.2122E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3062E-05     0.3062E-05     0.3062E-05     0.3062E-05     0.3062E-05     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025     104     104  cha104               0.2455E-02     0.2285E+01     0.2883E-01     0.2455E-01     0.9927E+01     0.3094E-03     0.1690E-02     0.3046E-03     0.1835E-03     0.5415E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1360E-07     0.1360E-07     0.1360E-07     0.1360E-07     0.1360E-07     0.0000E+00     0.2375E+02     0.2712E-01     0.7303E-01     0.3989E+00     0.7190E-01     0.4332E-01     0.1278E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3211E-05     0.3211E-05     0.3211E-05     0.3211E-05     0.3211E-05     0.0000E+00     0.2375E+02     0.2712E-01     0.2613E-01     0.2590E+00     0.4669E-01     0.3387E-01     0.9993E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3211E-05     0.3211E-05     0.3211E-05     0.3211E-05     0.3211E-05     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025     105     105  cha105               0.8828E-02     0.8218E+01     0.1037E+00     0.8828E-01     0.3297E+02     0.1795E-02     0.9575E-02     0.1599E-02     0.9365E-03     0.2873E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3557E-07     0.3557E-07     0.3557E-07     0.3557E-07     0.3557E-07     0.0000E+00     0.2375E+02     0.3624E-01     0.1706E+00     0.9095E+00     0.1519E+00     0.8895E-01     0.2729E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3378E-05     0.3378E-05     0.3378E-05     0.3378E-05     0.3378E-05     0.0000E+00     0.2375E+02     0.3624E-01     0.1027E+00     0.7272E+00     0.1214E+00     0.5442E-01     0.1669E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3378E-05     0.3378E-05     0.3378E-05     0.3378E-05     0.3378E-05     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025     106     106  cha106               0.8310E-02     0.7736E+01     0.9761E-01     0.8310E-01     0.2952E+02     0.6070E-02     0.2672E-01     0.4173E-02     0.1263E-02     0.3547E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3318E-07     0.3318E-07     0.3318E-07     0.3318E-07     0.3318E-07     0.0000E+00     0.2375E+02     0.3335E-01     0.5925E+00     0.2608E+01     0.4073E+00     0.1233E+00     0.3462E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3239E-05     0.3239E-05     0.3239E-05     0.3239E-05     0.3239E-05     0.0000E+00     0.2375E+02     0.3335E-01     0.3101E+00     0.1981E+01     0.3093E+00     0.6584E-01     0.1849E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3239E-05     0.3239E-05     0.3239E-05     0.3239E-05     0.3239E-05     0.0000E+00     0.2375E+02     0.2375E+02
     1     1     1  2025     107     107  cha107               0.2237E-01     0.2083E+02     0.2628E+00     0.2237E+00     0.7352E+02     0.2737E-02     0.1200E-01     0.2316E-02     0.1593E-02     0.4874E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.8074E-07     0.8074E-07     0.8074E-07     0.8074E-07     0.8074E-07     0.0000E+00     0.2375E+02     0.7546E-01     0.2427E+00     0.1064E+01     0.2054E+00     0.1413E+00     0.4322E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7160E-05     0.7160E-05     0.7160E-05     0.7160E-05     0.7160E-05     0.0000E+00     0.2375E+02     0.7546E-01     0.1137E+00     0.7801E+00     0.1506E+00     0.6674E-01     0.2042E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7160E-05     0.7160E-05     0.7160E-05     0.7160E-05     0.7160E-05     0.0000E+00     0.2375E+02     0.2375E+02
